Date,S&P500,My portfolio
2023-11-29,15.706432990639208,35.88561398514312
2023-11-30,16.16202082387732,35.90714075867017
2023-12-01,16.849224107407878,34.328953005945785
2023-12-04,16.235838616593878,32.40284960527484
2023-12-05,16.21293288354235,33.6151699381404
2023-12-06,15.744617035387964,32.28088283239261
2023-12-07,16.62779419824694,33.05205235249908
2023-12-08,17.1291934975881,34.22852397285321
2023-12-11,17.58478133082624,33.17758316073347
2023-12-12,18.12181437813516,34.28232445727688
2023-12-13,19.750726482547766,34.27872752313685
2023-12-14,20.135054642846594,31.251479760062505
2023-12-15,19.937250182393164,32.97315009293354
2023-12-18,20.61190537992146,33.66179848680921
2023-12-19,21.34533474835689,33.8806083249066
2023-12-20,19.663812994090655,32.933682513756835
2023-12-21,20.798460371751904,33.981037357999156
2023-12-22,21.04122359171594,34.35405478108755
2023-12-26,21.552323406420438,34.38275349036941
2023-12-27,21.77210266337033,34.17113752055207
2023-12-28,21.818101881383622,34.60512736381898
2023-12-29,21.465441209948377,34.877726720077426
2024-01-02,20.785677595861785,33.0233536432172
2024-01-03,19.79926035134949,32.926510578002045
2024-01-04,19.413375414794775,31.972423797360072
2024-01-05,19.576930797618573,31.904279441426773
2024-01-08,21.284002457672457,34.39351139400164
2024-01-09,21.100005585619286,34.78806655687969
2024-01-10,21.784877616264154,37.291631414701556
2024-01-11,21.731211861915313,37.95878593383806
2024-01-12,21.81554376160635,39.33611562037731
2024-01-16,21.36832653436724,39.98173239972416
2024-01-17,20.6936791598352,39.6947891719561
2024-01-18,21.766986423815805,41.272976924680485
2024-01-19,23.284952795258242,42.99464725755151
2024-01-22,23.545622853663172,42.21989176956762
2024-01-23,23.905942238437696,43.077135484994436
2024-01-24,24.04138959569657,44.389895817215155
2024-01-25,24.71603697022864,45.21845178962274
2024-01-26,24.557597826959388,44.88129404530839
2024-01-29,25.54401507147166,46.95804099561818
2024-01-30,25.44691604188305,46.552738895370524
2024-01-31,23.399958663287745,42.60367806255088
2024-02-01,25.015031887315065,44.82749356088471
2024-02-02,26.331110194255956,47.49606777238029
2024-02-05,25.871118014123006,45.49822308163603
2024-02-06,26.23656146144835,45.440825663072324
2024-02-07,27.289427236199558,48.51111600693814
2024-02-08,27.345643287329402,48.53264278046518
2024-02-09,28.08163077554211,50.84253247411936
2024-02-12,28.025406901415995,48.94512778273028
2024-02-13,26.262111367235995,45.73853776073524
2024-02-14,27.409533697791066,47.14715419453515
2024-02-15,28.288627256601927,46.09428332019392
2024-02-16,27.64975444397035,45.19592708619713
2024-02-20,26.946991220877116,44.7395660671813
2024-02-21,27.061981442914075,44.52036144362952
2024-02-22,29.69159558301111,47.92333529665991
2024-02-23,29.781035899260424,47.4525975073466
2024-02-26,29.305710646456372,46.44644291177524
2024-02-27,29.54593139263566,46.42488323946032
2024-02-28,29.374717296472564,46.51112192872
2024-02-29,29.839810070167516,48.638434315979964
2024-03-01,31.058781524523525,49.3068060902675
2024-03-04,30.918233573702647,49.09839226913579
2024-03-05,29.60981398010103,44.68925285427143
2024-03-06,30.266577985180977,44.48802193515715
2024-03-07,31.5596566831152,47.02139309478568
2024-03-08,30.770011263549925,45.97210818832187
2024-03-11,30.657571338293966,45.361221562698994
2024-03-12,32.06309778448044,49.22775030302524
2024-03-13,31.856101303420626,49.16307128608051
2024-03-14,31.59543906801194,52.7996155666975
2024-03-15,30.69182823891985,49.637406009533834
2024-03-18,31.46855006866234,49.96081206052017
2024-03-19,32.199139689455116,51.43052154338741
2024-03-20,33.421889651005074,52.803212500837525
2024-03-21,33.862809366254254,54.290884721879664
2024-03-22,33.60903136755506,54.064497196310455
